απόσταση {n.} {3}, κοντά;près;FG
αποστασία;abjuration, apostasie;GF
αποστασία, εξωμοσία;apostasie;FG
αποστάτης;apostat;GF
αποστάτης, εξωμότης, αρνησίθρησκος;apostat;FG
αποστατώ;apostasier;GF
αποστατώ, γίνομαι εξωμότης;apostasier;FG
αποστειρώνω;aseptiser, bouillir;GF
αποστειρώνω, ασηπτώ;aseptiser;FG
αποστειρωτής;autoclave;GF
αποστέλλω;expédier;GF
απόστημα;abcès;GF
απόστημα [apostima];abcès;GF
απόστημα [apostima], απόστημα;abcès;FG
αποστολέας;expediteur;FG
αποστολή;envoi;FG
αποστολή αγαθών;marchandises en consignation;FG
αποστολικός {ή/ό};apostolique;FG
απόστολος;apôtre;GF
απόστολος, κήρυκας;apôtre;FG
αποστράγγιση;assèchement;GF
αποστράτευση;retraite, pension;GF
αποστράτευση, σύνταξη;pension;FG
αποστράτευση, σύνταξη;retraite;FG
αποστρέφομαι;abhorrer;GF
απόστροφος;apostrophe {gram.};FG
αποταμίευση;epargne;FG
αποτάσσομαι;abjurer;GF
αποτελειώνω;abattre, achever;GF
αποτέλεσμα;résultat;FG
αποτελούμαι;être constitué;FG
αποτελώ;constituer;GF
αποτελώ, αντιπροσωπεύω, συγκροτώ;constituer;FG
απότομα ;brusquement;FG
απότομη συμπεριφορά;brusquerie;GF
απότομη συμπεριφορά, βεβιασμένο;brusquerie;FG
απότομο;à-pic;FG
απότομος {η/ο};abrupt {e}, bref {brève}, brusque;GF
απότομος {η/ο}, βραχύς {εία/ύ}, σύντομος {η/ο};bref {brève};FG
απότομος {η/ο}, τραχύς {ιά/ύ};brusque;FG
αποτρόπαιος {η/ο};abominable, atroce;GF
αποτρόπαιος {η/ο}, φρικτός {ή/ό}, απαίσιος {η/ο};abominable;FG
αποτρόπαιος {η/ο}, φρικτός {ή/ό}, αποτροπιαστικός;atroce;FG
αποτροπή;dissuation;FG
αποτροπιαστικός;hideux, atroce;GF
αποτυγχάνω;échouer;FG
αποτυγχάνω;échouer, avorter;GF
αποτυπώνω;imprimer ;GF
αποτυχία;échec;FG
αποτυχία;échec, avortement;GF
αποτυχία\;avortement;GF
απουσία;absence;GF
απουσία, αμνησία, έλλειψη, κενό;absence;FG
απουσιάζω;absenter {s'};FG
απουσιάζω;s'absenter;FG
απουσιάζω;s'absenter, absenter {s'};GF
αποφαζίζω;décider;FG
απόφαση;arrêté;FG
απόφαση;décision;FG
απόφαση;détermination;FG
απόφαση;détermination, décision, arrêté;GF
αποφασιστικός;décisif;FG
αποφαστιστικός;actif {ive};GF
αποφαστιστικός, δραστήριος {α/ο}, δραστικός {ή/ό};actif {ive};FG
αποφεύγω;éviter;FG
αποφεύγω;éviter, abstenir {s'}, bouder;GF
απόφθεγμα;apophtegme;FG
αποφλειωμένος;pelé;FG
απόφοιτος;diplômé;FG
απόφοιτος;gradué;FG
απόφοιτος;gradué, diplômé;GF
αποφυγή;dérobade, évasion;GF
αποφυγή {n.};action d'éviter;FG
αποφυγή {n.};action d'éviter, dérobade, évasion, fuite;GF
αποφυγή {n.}, αποφυγή;dérobade;FG
αποφυγή {n.}, αποφυγή;évasion;FG
αποφυγή {n.}, φυγή;fuite;FG
απόφυση;apophyse;FG
απόφυση;appendice;FG
απόφυση;apophyse, appendice;GF
αποχαιρετώ;prendre congé;FG
αποχαύνωση;alanguissement, amollissement;GF
αποχαύνωση, ατονία;alanguissement;FG
αποχαύνωση, μαλάκωμα;amollissement;FG
Απόχη;épuisette;FG
αποχή;abstention;FG
αποχώρηση;retrait départ;FG
αποχωρητήριο;cabinets;GF
αποχωρίζω;séparer;GF
απόψε;ce soir;FG
άποψη;opinion;FG
άποψη;vue {paysage};FG
άποψη;vue {paysage}, point de vue, opinion, avis;GF
άποψη, πλευρά [plev’ra] {n.} {3};point de vue;FG
απραγματοποίητος;irréalisable;FG
άπρακτος {η/ο};bredouille;FG
Απρίλης;avril;GF
Απρίλιος;avril;GF
Απρίλιος, Απρίλης;avril;FG
απριορισμός;apriorisme;FG
απρόοπτο;anicroche;FG
απρόοπτο;accident, accroc, aléa, anicroche;GF
απρόοπτο, σύγκρουση {n.}, δυστύχημα, ανωμαλία;accident;FG
απροσδόκητα;à l'improviste;FG
απροσδόκητα;au dépourvu;FG
απροσδόκητα;inopinément;FG
απροσδόκητα;inopinément,  à l'improviste, au dépourvu;GF
απρόσεκτος;étourdi;FG
απρόσεκτος;imprudent;FG
απρόσεκτος;négligent, étourdi, distrait, imprudent;GF
απρόσεκτος, αμέλεια;négligent;FG
απρόσωπος;impersonnel;FG
άπτερος {ή/ό};aptère;FG
απώλεια της ακοής;assourdissement;GF
απώλεια της ακοής, κώφωση;assourdissement;FG
απών {ούσα/όν};absent {e};GF
απών {ούσα/όν}, αφηρηένος {η/ο} ο απών;absent {e};FG
αρ;are;FG
Αραβας;Arabe;FG
αραβικά;arabe {langue};FG
αραβιστής;arabisant {e};GF
αραβιστής, αραβολόγος;arabisant {e};FG
αραβολόγος;arabisant {e};GF
αραβούργημα;arabesque;FG
άραγε;est ce que?;FG
άραγε;je me demande si ?;FG
άραγε;est ce que?, je me demande si ?;GF
αραγμένος;amaré;FG
αραγμένος {η/ο};avachi {ie} {2};FG
αραδιάζω;aligner;GF
αράζω;aborder, accoster;GF
αραιώνω;aérer;GF
αραιώνω, αερίζω;aérer;FG
αραμπατζής;charretier;GF
αράπικο φυστίκι;cacahuète {ou cacahouète};FG
αραχίδα;arachide;FG
αράχνη;araignée;FG
αραχνοειδή;arachnides;FG
αραχνούφαντος {η/ο};arachnéen {éenne};FG
αρβύλα;brodequin;FG
αρβύλα;godillot;FG
αρβύλα;pompe;FG
αρβύλα;godillot, pompe, brodequin;GF
αργά;lentement;FG
αργά;tard, lentement;GF
αργά [arGHa];tard;GF
αργά, αργά [arGHa];tard;FG
αργαλειός;métier à tisser;FG
αργεντινός {ή/ό};argentin {e};FG
Αργεντινός {ή};Argentin {e};FG
αργία;jour chômé // férié;FG
αργία;jour férié;FG
αργία;jour férié, jour chômé // férié;GF
άργιλος;argile;FG
αργιλώδης {ες};argileux {euse};FG
αργκό;argot;FG
αργοπίνω;gorgée;FG
αργοπίνω;absorber, gorgée;GF
αργός {ή/ό};brut {e};GF
αργός {ή/ό}, μικτός {ή/ό}, ακατέργαστος {η/ο};brut {e};FG
αργότερα;plus tard;FG
άργυρος;argent;GF
αργώ;être en retard;FG
αργώ;vaquer;FG
αργώ;être en retard, vaquer;GF
άρειος {α/ο};aryen {enne};FG
αρένα;arène;GF
αρένα, κονίστρα;arène;FG
αρέσει [araissi];plaire;GF
αρέσει [araissi], αρέσω;plaire;FG
αρέσω;plaire;GF
αρθρικός {ή/ό};articulaire;FG
αρθρίτιδα;arthrite;FG
αρθριτικά;arthrose;GF
αρθριτικός {ή/ό};arthritique;FG
αρθριτισμός;arthritisme;FG
άρθρο;article;GF
αρθροπάθεια;arthrose;GF
αρθροπάθεια, αρθριτικά;arthrose;FG
αρθρώνομαι;articuler {s'};GF
αρθρώνω;articuler;FG
άρθρωση;articulation;FG
αρθρωτός {ή/ό};articulé {ée};FG
άρια;aria;FG
αριά;yeuse;FG
αριβισμός;arrivisme;FG
αριβίστας;arriviste;GF
αριβιστής;arriviste;GF
αριβίστρια;arriviste;GF
αριβίστρια, αριβίστας, αριβιστής;arriviste;FG
αρίδα;arpion;GF
ΑΡΙΘΜ.;NO.;FG
αριθμητήρι;boulier;GF
αριθμητική;arithmétique, calcul;GF
αριθμητική, λίυος, λίυος, υπολογισός;calcul;FG
αριθμητικός {ή/ό};arithmétique;GF
αριθμομηχανή;calculateur;GF
αριθμομηχανή;calculateur, calculatrice, calculette;GF
αριθμομηχανή {2};machine à calculer;FG
αριθμομηχανή, αριθμομηχανή;calculateur;FG
αριθμομηχανή, υπολογιστική μηχανή;calculatrice;FG
αριθμός;nombre;FG
αριθμός;nombre, numéro;GF
αριθμός [arithmoss];numéro;GF
αριθμός, αριθμός [arithmoss], τύπος {2};numéro;FG
αριστερά;à gauche;GF
αριστερά [aristaira];à gauche;GF
αριστερά [aristaira], αριστερά;à gauche;FG
αριστοκράτης;aristocrate;FG
αριστοκρατία;aristocratie;FG
αριστοκρατικός {ή/ό};aristocratique;FG
άριστος;excellent;GF
άριστος μαθητής;écolier;FG
άριστος, εξαιρετικός-ή-ό, εξαιρετικός;excellent;FG
αριστούργημα;chef d'oeuvre;FG
αριστούργημα;chef d'oeuvre, bijou;GF
αρκεβούζιο;arquebuse;FG
αρκεβουζιοφόρος;arquebusier;FG
αρκεί να;suffit de {il};FG
αρκετά;assez, autrement;GF
αρκετά [arkaita];assez;GF
αρκετός;suffisant;FG
αρκετός;suffisant, assez;GF
αρκετός, αρκετά [arkaita], αρκετά;assez;FG
αρκτικός {ή/ό};arctique;FG
άρμα;char;GF
αρμάδα;armada;FG
αρμανιάκ;armagnac;FG
αρμόδιος;compétent responsable;FG
αρμόδιος {α/ο};autorisé {ée};GF
αρμοδιότητα;ressort;FG
αρμοδιότητα;compétence, attribution, ressort;GF
αρνησιθρησκεία;abjuration;GF
αρνησιθρησκεία, εξωμοσία, αποστασία;abjuration;FG
αρνησίθρησκος;apostat;GF
αρνί;agneau;FG
αρνίκη;arnica;GF
αρνίκη, αρνόγλωσσο;arnica;FG
αρνόγλωσσο;arnica;GF
άρομα;parfum;FG
αρόσιμος {η/ο};arable;GF
αρόσιμος {η/ο}, καλλιεργήσιμος {η/ο};arable;FG
άροτρο;charrue;GF
άρπαγας;accapareur {euse};GF
Άρπαγμα;embrayage;GF
Άρπαγμα, αμπραγιάζ;embrayage;FG
αρπάζομαι;bagarrer {se};GF
αρπάζω;saisir;FG
αρπάζω;saisir, arnaquer, arracher {2}, arracher {s'};GF
αρπάζω, ξεριζώνομαι;arracher {s'};FG
αρπαχτικό νυχτοπούλι;chat-huant;GF
αρραβώνας;arrhes;GF
αρραβώνες;accordailles;GF
αρραβώνες, συμφωνητικό;accordailles;FG
αρραβωνιάζω;fiancer;FG
αρραβωνιαστικός;fiancé {le};FG
αρρυθμία;arythmie;FG
αρρωσταίνω;tomber malade;FG
αρρώστια;maladie;GF
αρρώστια, νόσος, ασθένια;maladie;FG
αρρωστιάρης {α/ικο};valétudinaire;GF
αρρωστιάρης {α/ικο}, φιλάσθενος {η/ο};valétudinaire;FG
αρρωστομανία;absentéisme;GF
άρρωστος;malade;GF
άρρωστος, περίπτωση;malade;FG
αρσενικό;arsenic;FG
αρσενικό άλογο;cheval mâle {n.};FG
αρσενικός;connecteur;FG
αρσενικός;masculin;FG
αρσενικός;connecteur, masculin, bonhomme;GF
αρτεμισία;armoise;FG
αρτεσιανός {ή/ό};artésien;FG
αρτηρία;artère;FG
αρτηριακός {ή/ό};artériel {elle};FG
αρτηρίδιο;artériole;FG
αρτηριοσκλήρυνση;artériosclérose;GF
αρτηριοσκλήρωση;artériosclérose;GF
αρτηριοσκλήρωση, αρτηριοσκλήρυνση;artériosclérose;FG
αρτηρίτιδα;artérite;FG
αρτόδεντρο;jacquier;FG
αρτοπαρασκευαστής;machine à pain;FG
αρτοποιείο;boulangerie;GF
αρτοποιείο, αρτοπώλείο, φούρνος;boulangerie;FG
αρτοποιός;boulanger {ère};GF
αρτοποιός, φούρναρης {φουρνάρισσα}, αρτοπώλης;boulanger {ère};FG
αρτοπώλείο;boulangerie;GF
αρτοπώληε;boulanger {ère};GF
αρτοπώλης;boulanger {ère};GF
άρτυμα;assaisonnement;GF
αρχάγγελος;archange;FG
αρχαία;antiquités;FG
αρχαίζων {ουσα/ον};archaïsant {e};GF
αρχαϊκός {ή/ό};archaïque;FG
αρχαιοκαπηλεία;trafic d'antiquités;FG
αρχαιολογία;archéologie;FG
αρχαιολογικός {ή/ό};archéologique;GF
αρχαιολογικός {ή/ό}, αρχαιολοφ, αρχαιολογικός-ή-ό;archéologique;FG
αρχαιολογικός-ή-ό;archéologique;GF
αρχαιολόγος;archéologue;FG
αρχαιολοφ;archéologique;GF
αρχαιοπρεπής {ές};archaïsant {e};GF
αρχαιοπρεπής {ές}, αρχαίζων {ουσα/ον};archaïsant {e};FG
αρχαιοπώλης;antiquaire;GF
αρχαιοπώλης, αντικέρ;antiquaire;FG
αρχαίος;antique;FG
αρχαίος;ancien, antique;GF
αρχαίος-α-ο;ancien;GF
αρχαιότητα ;antiquité;FG
αρχέγονος;originaire;FG
αρχεία;archives;FG
αρχείο;fichier;FG
αρχειοθέτης;archiviste;GF
αρχειοθέτηση;archivage;FG
αρχειοθετώ;archiver;FG
αρχειοφύλακας;archiviste;GF
αρχειοφύλακας, αρχειοθέτης;archiviste;FG
αρχέτυπο;archétype;FG
αρχή;avènemen;FG
αρχή;maxime commencement;FG
αρχή;principe, maxime commencement, autorité, avènemen;GF
αρχή {1};commencement;FG
αρχή {1};début;FG
αρχή {1};germe;FG
αρχή {1};aube, commencement, début, départ, germe;GF
αρχή {2};origine;FG
αρχή {2};naissance, origine, principe, principes;GF
αρχή {2}, γέννηση;naissance;FG
αρχή {2}, κανόνας;principes;FG
αρχή {2}, κανονισμός {n.}, αρχή, κανόνας;principe;FG
αρχή {3};provenance;FG
αρχή {3};provenance, règle, source;GF
αρχή {3}, άνοιξη;source;FG
αρχή {3}, κανονισμός, κανονισμός {n.}, κανόνας;règle;FG
αρχηγός;accompagnateur ;FG
αρχηγός;animateur;FG
αρχηγός;causeur;FG
αρχηγός;guide;FG
αρχηγός;causeur, guide, animateur, accompagnateur ;GF
αρχιδεκανέας;caporal-chef;FG
αρχιδούκας;archiduc;FG
αρχιδούκισσα;archiduchesse;FG
αρχιεπισκοπή;archevêché;FG
αρχιεπισκοπικός {ή/ό};archiépiscopal {ale/plu:aux};FG
αρχιεπίσκοπος;archevêque;FG
αρχιζω;amorcer {s'};FG
αρχίζω;commencer;FG
αρχιμανδρίτης;archimandrite;FG
αρχιπέλαγος;archipel;GF
αρχιπέλαγος, σύμπλεγμα νησιών;archipel;FG
αρχιτεκτινική;architecture;GF
αρχιτεκτινική, δομή, αρχιτεκτονική ;architecture;FG
αρχιτέκτονας;architecte;FG
αρχιτεκτονική ;architecture;GF
αρχιτεκτονικός {ή/ό};architectural {ale/plu:aux};FG
άρχοντας;archonte;FG
άρχοντας;seigneur;FG
άρχοντας;archonte, seigneur;GF
αρχοντιλίκι;hauteur {1};GF
αρωκάρια;araucaria;FG
άρωμα;arôme;FG
άρωμα;parfum arôme;FG
άρωμα;parfum arôme, arôme;GF
άρωμα του κρασιού;bouquet;GF
αρωματίζω;assaisonner;GF
αρωματικός {ή/ό};aromatique;GF
αρωματικός {ή/ό}, πικάντικος;aromatique;FG
αρωματικών ;aromatiques;FG
αρωματισμένος {η/ο};aromatisé {ée};FG
ας;que;GF
ας πάμε;allons !;FG
ασανσέρ;ascenceur;FG
ασανσέρ ;ascenseur;GF
ασανσέρ [assansair];ascenseur;GF
ασαφής;vagne peu clair;FG
ασαφής {ές};vague {adj};GF
ασβέστης;chaux;FG
ασβέστης του ασπρίσματος;badigeon;FG
ασβέστιο;calcium;FG
ασβεστολιθικός {ή/ό};calcaire;GF
ασβεστολιθικός {ή/ό}, ασβεστώδης {ες};calcaire;FG
ασβεστοποιημένος {η/ο};calcifié {ée};FG
ασβεστοποίηση;calcification;FG
ασβεστώδης {ες};calcaire;GF
ασβεστώνω;blanchir à la chaux;FG
ασβεστώνω;blanchir à la chaux, badigeonner, blanchir;GF
ασβεστώνω, ασπρίζω, ζεματίζω, λευκαίνω ;blanchir;FG
ασβεστώνω, επιχρίω, κάνω επάλειψη;badigeonner;FG
ασετόν;acétone;GF
ασετόν, ακετόνη;acétone;FG
ασετυλίνη;acétylène;FG
ασήμαντο μυστικό;cachotterie;FG
ασήμαντος;insignifiant sans importance;FG
ασημένιος;argenté;FG
ασημένιος;d'argent;FG
ασημένιος;d'argent, argenté;GF
ασήμι;argent;GF
ασήμι, άργυρος;argent;FG
ασημικά;argenterie;FG
ασηπτικός {ή/ό};aseptique;FG
ασηπτώ;aseptiser;GF
ασηψία;asepsie;FG
ασθένεια;asthénie;FG
ασθενής;malade faible;FG
ασθένια;maladie;GF
ασθενοφόρο αυτοκίνητο;ambulance;FG
άσθμα;asthme;FG
Ασιάτες;Asiatiques;FG
ασιατικός βούβαλος;yack {ou yak};GF
ασινιάτο;assignat;FG
ασκηση;exercice;FG
άσκηση;ascèse;FG
ασκητής;ascète;FG
ασκητικός {ή/ό};ascétique;FG
ασκητισμός;ascétisme;FG
ασκολούμαι;s'occuper;FG
ασκούμαι;être exercé;FG
ασκώ;exercer;FG
άσμα;chant;GF
ασορτί;assorti {ie};GF
άσος;as;GF
ασπάζομαι;baiser;GF
ασπίδα;bouclier;FG
ασπίκ;aspic;GF
ασπίκ, ασπίς;aspic;FG
ασπιρίνη ;aspirine;FG
ασπίς;aspic;GF
ασπραγκαθιά;aubépine;GF
ασπράδα;blancheur;GF
ασπράδι;blanc {nom};GF
άσπρη μέρα;la bonne journée;GF
άσπρη μέρα, καλυτέρη μέρα;la bonne journée;FG
ασπριδερός {ή/ό};blanchâtre;FG
ασπρίζω;chauler;FG
ασπρίζω;blanchir, chauler;GF
άσπρισμα;blanchiment;GF
άσπρισμα, ξέβαμμα;blanchiment;FG
άσπρο;blanc {nom};GF
άσπρο κρασί;vin blanc;FG
άσπρο, κενό, ασπράδι, λευκό;blanc {nom};FG
ασπρομάλλης-α ;cheveux blancs {aux};FG
άσπρος;blanc;GF
άσπρος {η/ο};blanc {che};GF
άσπρος-η-ο ;blanc{che};FG
Ασσύριοι;Assyriens;FG
ασταθής {ές};branlant {e}, vacillant {e};GF
αστακός;langouste;FG
ασταμάτητα;affilée {d'};GF
άστατος {η/ο};changeant {e};GF
άστατος {η};variable {suite};GF
αστει;badinage {ou badinerie};GF
αστει, αστεϊσμός;badinage {ou badinerie};FG
αστεία;amusante;GF
αστεία, διασκεδαστική;amusante;FG
αστειεύομαι;badiner;FG
αστειεύομαι;badiner, blaguer;GF
αστείο ;plaisanterie;FG
αστείο ;blague, plaisanterie;GF
αστείος;comique;FG
αστείος;hilarant;FG
αστείος;marrant;FG
αστείος;marrant, amusant, hilarant, comique, drôle;GF
αστείος {α/ο};amusé {ée};FG
αστείος-α-ο ;drôle;GF
αστείος-α-ο , αστείος;drôle;FG
αστεϊσμός;badinage {ou badinerie};GF
αστέρι;étoile, astre;GF
αστερίσκος;astérisque;FG
αστήρ;aster;FG
αστιγματικός {ή/ό};astigmate;FG
αστιγματισμός;astigmatisme;FG
αστική τάξη;bourgeoisie;GF
αστικό λεωφορείο;autobus;GF
αστικό λεωφορείο, λεωφορείο ;autobus;FG
αστικός {ή/ό};bourgeois {e};FG
αστράβη;arçon;GF
αστράβη, αναβατήρας;arçon;FG
αστράγαλος;astragale;FG
αστράγαλος;cheville;FG
αστράγαλος;astragale, cheville;GF
αστρακάν;astrakan;FG
αστραπιαία;en un clin d'oeil;FG
αστραφτερός {ή/ό};chatoyant {e};FG
αστράφτω;chatoyer;GF
αστρικός {ή/ό};astral {ale/plu:aux};FG
άστρο;étoile, astre;GF
άστρο, αστέρι;étoile;FG
άστρο, σώμα {n.}, ουράνιο σώμα {n.}, αστέρι;astre;FG
αστρολογία;astrologie;FG
αστρολογικός {ή/ό};astrologique;FG
αστροναύτης;astronaute;GF
αστροναυτική;astronautique;FG
αστροναύτισσα;astronaute;GF
αστροναύτισσα, αστροναύτης;astronaute;FG
αστρονομία;astronomie;FG
αστρονομική μονάδα {n.};unité astronomique {astronomie};GF
αστρονομικός {ή/ό};astronomique;FG
αστρονόμος;astronome;FG
αστυνομία;police;FG
αστυνομικός;policier;FG
αστυνόμος;commissaire de police;FG
ασυλία;asile;GF
ασυλία, όαση, καταφύγιο, άσυλο;asile;FG
άσυλο;asile;GF
ασυμμετρία;asymétrie;FG
ασύμμετρος {η/ο};asymétrique;FG
ασύμπτωτος ευθεία;asymptote;FG
ασυναρτησίες;bafouillage;GF
ασυναρτησίες, μπαρούφες;bafouillage;FG
ασυνάρτητο;charabia;GF
ασυνάρτητο, ύφος ακατάληπτο, λόγος;charabia;FG
ασυνάρτητος {η/ο};aberrant {e};GF
ασυνήθιστος;inhabituel;FG
ασφάλεια;fusible{électricité};FG
ασφάλεια;sécurité;FG
ασφάλεια;sûreté;FG
ασφάλεια;sécurité, sûreté, assurance, fusible{électricité};GF
Ασφάλεια;commissariat, commissariat de police, poste de pol;GF
Ασφάλεια, Ασφάλεια;commissariat;FG
Ασφάλεια, Ασφάλεια;commissariat de police;FG
Ασφάλεια, Ασφάλεια;poste de pol;FG
ασφάλεια, διαβεβαίωση, σιγουριά;assurance;FG
ασφαλή;sûre;FG
ασφαλής;à l'abri;FG
ασφαλής;à toute épreuv;FG
ασφαλής;assuré;FG
ασφαλής;en sécurité;FG
ασφαλής;sûr;FG
ασφαλής;assuré, en sécurité, sûr, à l'abri, à toute épreuv;GF
ασφαλίζομαι;assurer {s'};GF
ασφαλίζομαι, εξασφαλίζομαι, προφυλάσσομαι;assurer {s'};FG
ασφάλιση;garantie {la}, assurance {1};GF
ασφαλιστήριο συμβίλαιο;contrat d'assurance;FG
ασφαλιστής;assureur;FG
ασφαλιστικές;charges sociales {entreprise};GF
ασφάλιστρα;prime d'assurance;GF
ασφάλιστρα, ασφάλιστρα;prime d'assurance;FG
ασφαλιςώ;assurer;GF
άσφαλτος;asphalte;FG
άσφαλτος;asphalte, bitume;GF
ασφαλτοστρώνω;bitumer;FG
ασφαλτοστρώνω;asphalter, bitumer;GF
ασφαλτόστρωση;asphaltage;FG
ασφαλτόστρωση;asphaltage, bitumage;GF
ασφαλτόστρωση, επίστρωση με πίσσα;bitumage;FG
ασφαλτώνω;asphalter;GF
ασφαλτώνω, ασφαλτοστρώνω;asphalter;FG
ασφαλώς;sans doute;FG
ασφαλώς;certainement, sans doute;GF
ασφιλίζω;assurer;GF
ασφόδελος;asphodèle;FG
ασφυξία;asphyxie;FG
ασφυξιογόνος {η/ο};asphyxiant {e};GF
ασφυξιογόνος {η/ο}, αποπνικτικός {ή/ό};asphyxiant {e};FG
άσχημα;trés mal;FG
άσχημος;vilain;FG
ασχολούμαι;s'occuper de;FG
ασχολούμαι με τον κήπο;jardiner;FG
αταβισμός;atavisme;FG
αταβιστικός {ή/ό};atavique;FG
αταίριατος;inadéquat;FG
αταίριατος;mal assorti;FG
αταίριατος;inadéquat, mal assorti;GF
ατακτοποίητος;en desordre;FG
ατάραχος;serein, enjoué;GF
ατάραχος, γαλήνιος;enjoué;FG
ατάραχος, γαλήνιος;serein;FG
ατελείωτος-η-ο;infini{e};FG
ατελιέ;atelier;GF
ατέρμονος {η/ο};éternel {elle};GF
ατέρμονος {η/ο}, αιώνιος {α/ο};éternel {elle};FG
ατζέντα;agenda;GF
ατζέντα, σημειωματάριο;agenda;FG
άτλαντας;atlante;FG
άτλαντας;atlas;GF
άτλαντας, άτλας;atlas;FG
Ατλαντικός;Atlantique;FG
άτλας;atlas;GF
ατμο;atmosphérique;GF
ατμός;vapeur;GF
ατμόσφαιρα;ambiance;FG
ατμόσφαιρα;atmosphère;FG
ατμόσφαιρα;ambiance, atmosphère;GF
ατμοσφαιρικός {ή/ό};atmosphérique;GF
ατμοσφαιρικός {ή/ό}, ατμο;atmosphérique;FG
ατομιζέρ;atomiseur;GF
ατομικός {ή/ό};atomique;GF
ατομικός {ή/ό}, πυρηνικός {ή/ό};atomique;FG
άτομο;personne, individu, atome;GF
άτομο [atomo];personne;GF
άτομο [atomo], άτομο, άνθρωπος, τύπος {2};personne;FG
ατονία;alanguissement, atonie;GF
άτονος {η/ο};atone;FG
ατονώ;affadir, atrophier {s'}, attiédir;GF
ατονώ, ατροφώ;atrophier {s'};FG
ατού;atout;FG
άτρακτος;carlingue;GF
άτρακτος, κύτος;carlingue;FG
ατραξιόν;attraction;GF
ατραπός;sente sentier;FG
άτριο;atrium;FG
ατροφία;atrophie;FG
ατροφικός {ή/ό};atrophié {ée};FG
ατροφώ;atrophier {s'};GF
ατσάλι;acier inoxidable;FG
ατσάλι ;acier;GF
ατσάλι , χάλυβας, ατσάλι {n.};acier;FG
ατσάλι {n.};d'acier;FG
ατσάλι {n.};acier, d'acier;GF
άτυπος {η/ο};atypique;FG
ατύχημα ;accident;GF
αυγά κόκκινα;oeufs de pâques;FG
αυγά μάτια;oeufs sur le plat;FG
αυγερινός;étoile du berger;GF
αυγή;aurore, aube;GF
αυγό;oeuf;FG
αυγό βραστό;oeuf à la coque;FG
αυγό μελάτο;oeuf mollet;FG
αυγολέμονο;soupe aux oeufs et au citron;FG
Αύγουστος ;août;GF
Αύγουστος , Αύγουστος., Αύγουστος [avgoustos];août;FG
Αύγουστος [avgoustos];août;GF
Αύγουστος.;août;GF
αυθαίρετα;arbitrairement;FG
αυθαίρετος {η/ο};arbitraire;FG
αυθεντία;autorité;GF
αυθεντικά;authentiquement;FG
αυθεντικός {ή/ό};authentique;GF
αυθεντικός {ή/ό}, αληθινός {ή/ό}, γνήσιος {α/ο};authentique;FG
αυθεντικότητα;authenticité;GF
αυθεντικότητα, ειλικρίνεια;authenticité;FG
αυθυποβάλλομαι;autosuggestionner {s'};FG
αυθυποβολή;autosuggestion;FG
αυλαία;rideau;GF
αυλαία, κουρτίνα, κουρτίνα;rideau;FG
αυλάκι;fossé;FG
αυλάκι;ride;FG
αυλάκι;rigole;FG
αυλάκι;ruisseau;FG
αυλάκι;ruisseau, fossé, rigole, ride;GF
αυλάκωση;cannelure;GF
αυλάρχης;chambellan;GF
αυλή;cour;FG
αυλός;chalumeau;GF
αυλός, φλογέρα, καλαμάκι;chalumeau;FG
αυξάνομαι;arrondir {s'};GF
αυξάνω;augmenter, accroître, accumuler, aggraver, aviver;GF
αυξάνω, ακριβαίνω;augmenter;FG
αυξάνω, δυναμώνω;aviver;FG
αυξάνω, μεγαλώνω;accroître;FG
αύξηδη;alourdissement;FG
αυξημένος {η/ο};accru {ue};FG
αύξηση;augmentation;FG
αύξηση;accroissement, aggravation, augmentation;GF
αύξηση, ανάπτυξη;accroissement;FG
αύξηση, επιδείνωση, επιβάρυνση;aggravation;FG
αύρα;brise;GF
αύρα, αεράκι;brise;FG
αύριο ;délai;FG
αυστηρά;austèrement;GF
αυστηρά, συντηρητικά;austèrement;FG
αυστηρός;sévère;FG
αυστηρότητα;austérité;GF
αυστηρότητα, λιτότητα;austérité;FG
αυστραλέζικος {η/ο};australien {ienne};FG
Αυστραλέζος;Australien;GF
αυστραλοπίθηκος;australopithèque;FG
Αυστραλός;Australien;GF
Αυστραλός, Αυστραλέζος;Australien;FG
αυτά;ceux-ci;FG
αυτά;ces, ceux-ci;GF
αυτά, αυτών;ces;FG
αυταπάρνηση;abnégation;FG
αυτάρκεια;autarcie;FG
αυτάρκης {ες};autarcique;FG
αυταρχικά;autoritairement;GF
αυταρχικά, δεσποτικά;autoritairement;FG
αυταρχικός {ή/ό};autoritaire;FG
αυταρχικός {ή/ό};abusif {ve}, autoritaire;GF
αυταρχικός {ή/ό}, καταχρηστικός {ή/ό};abusif {ve};FG
αυταρχικότητα;autoritarisme;FG
αυτεπάγγελτος;d'office;FG
αυτή;elle;FG
αυτή τη στιγμή;actuellement;GF
αυτί;oreille;FG
αυτισμός;autisme;FG
αυτιστικός {ή/ό};autiste;FG
αυτό;ça;FG
αυτό;ceci;FG
αυτό;cela;FG
αυτό;ceci, cela, ça;GF
Αυτό μου κάνει !;ça me botte !;FG
αυτοάμυνα;autodéfense;FG
αυτοβιογραφία;autobiographie;FG
αυτοβιογραφικός {ή/ό};autobiographique;FG
αυτοδιάθεση;autodétermination;FG
αυτοδιαχειριζόμενος {η/ο};autogéré {ée};FG
αυτοδιαχείριση;autogestion;FG
